MSFT
ATKR
FCFS
VRNS
VVV
LANC
GLBE
FYBR
CWST
AXS
AWI
BPMC
SUN
M
IMVT
DOOO
HOG
PII
HR
JHG
ST
ASO
AMG
STNE
IGT
AMR
MTG
KNTK
FRO
SEE
RITM
UGIC
UGI
BILI
SPXC
LPX
KEX
HALO
MMS
BCPC
CADE
BCC
PHI
ALTM
FG
VAL
HGV
OLLI
CLS
FSS
EXLS
ALK
COLM
IAC
AA
CRUS
KD
R
EEFT
PTEN
ALIT
RYN
SSL
MDGL
AGO
ONB
VNO
BROS
FLO
ALKS
THG
CWAN
FNB
IPAR
SM
NVMI
MOG.A
SKY
OZK
KBH
RVMD
SLGN
OGN
RH
TKC
DLO
HOMB
PWSC
BRFS
SHC
DNB
KRG
FIZZ
SIG
RCM
COOP
MDC
SID
ASH
WK
FROG
UBSI
SRCL
MMSI
PAAS
ETRN
LNC
MSGS
BMI
CBT
VMI
HUN
AGI
WU
FELE
AEO
NFG
IDA
AIRC
ASGN
GOLF
GATX
MGY
GKOS
SWX
FIVN
FFIN
BEPC
LNTH
CWEN.A
CWEN
CPG
AL
CC
PFSI
SQSP
ABG
FRPT
LPL
SLM
SLAB
PRGO
VLY
MDU
LAZ
KRC
PAGS
SAM
ACT
FUL
HCP
HRI
MOD
SNDR
RDN
AVT
CPA
POR
SGRY
SYNA
PECO
ALVO
POWI
SHAK
EPRT
CVLT
JXN
URBN
NJR
ENIC
GME
KNF
ACAD
IOVA
GBCI
ASAI
AQN
AQNU
ACA
RARE
MATX
IPGP
ASAN
SEDG
MC
STEP
FOLD
NVST
AUR
LOPE
UMBF
RIG
EURN
HHH
DXC
INSM
EXPO
RELY
ORA
TDW
VERX
AB
OSCR
HP
AXSM
HAE
JOBY
BHVN
GTES
KAI
COLB
CCOI
CRC
TDC
BVN
ARWR
KMPR
HWC
CBZ
CAMT
NEOG
AEIS
TRIP
APLE
CRDO
MAC
ATS
PYCR
CBAY
TSEM
WEN
TFSL
ENS
BCO
ERF
BOX
ACLS
NSP
WHD
KWR
GPI
SPT
BLKB
XENE
SATS
PGNY
AAP
SWTX
OTTR
VRRM
RUSHA
UA
UAA
WDFC
VKTX
AVNT
MLCO
KTB
HMY
IRDM
BKH
SMPL
STNG
CAR
ZGN
BGC
GMS
CSWI
DOCN
AZTA
IRTC
GT
CNS
LBRT
PCH
IART
CUZ
CXM
DY
IBRX
ALRM
ENOV
AVAV
NOG
BL
AYX
GGAL
MAN
AXNX
IQ
VIST
STR
PBH
BXMT
IMCR
OGS
TPH
EVH
CXT
SANM
ITRI
IRT
WIRE
APAM
PK
VAC
ERJ
BDC
MQ
NCNO
CLSK
SFBS
PAGP
ATHM
LITE
RPD
SPR
BHC
IFS
NNI
ITGR
BUR
NVEI
GFF
BAK
NYCB
MHO
SEM
PIPR
ACIW
IDYA
SMG
JWN
INST
YETI
NARI
FTRE
ARCB
NPO
ALE
SR
CVI
WD
BTU
SHOO
HI
FORM
RIOT
TNL
BSM
RXRX
SDRL
GHC
NOMD
PNM
EPR
FL
SBRA
CRS
BTG
DFH
VC
AI
BBU
WOLF
JBT
SKT
ABCB
ARVN
DIOD
KRYS
PAM
CNX
AROC
LCII
UNF
REZI
RLX
ADNT
KFY
NWL
ASB
UCBI
QDEL
WOR
ARCH
ZD
BRP
AMED
IOSP
SVV
DBRG
FHI
CVCO
GSAT
MGRC
TIXT
OMAB
CRI
TCN
QS
KSS
BHF
LIVN
SLG
BMA
NWE
TEX
SBSW
CTRE
CNO
HCC
NSA
PRKS
PSNYW
PSNY
HELE
AVAL
INTA
NS
MEOH
HTGC
ZKH
TRMD
VSH
AX
ACLX
GEF
SITC
CGON
SRAD
BANF
CSTM
BTE
BRC
AIN
TGNA
ICFI
WNS
CATY
HASI
INDV
DOOR
RNG
USM
HGTY
SXT
CALM
TCBI
FBP
FLYW
HUBG
BNL
JJSF
IDCC
MP
RUN
KLIC
DAVA
FIBK
TMDX
MCY
HCM
GBTG
CCS
FOXF
TIGO
CERT
OLK
BEAM
GBDC
LEG
AWR
MTRN
YOU
MRUS
KOS
PI
CDP
GSHD
HAYW
DOC
FHB
GH
CWT
QTWO
ACVA
BOOT
MYRG
UTZ
CABO
LGIH
ENV
ATAT
VIRT
PLTK
PTVE
MOR
AVA
GDRX
CARG
RDNT
EVTC
EVO
DNA
MODG
FLNC
OI
ESE
WERN
PDCO
PLXS
RCKT
STRL
RYTM
FTDR
GPOR
IAS
ALG
VSTS
GLPG
GO
PINC
UEC
LXP
DORM
IIPR
CENT
CENTA
OR
GRBK
VSAT
TDOC
RXO
NEP
ABM
WSFS
INSW
PENN
PATK
HIW
MANU
FA
USAC
PSMT
CNMD
PJT
PLAY
COUR
NHI
YELP
QFIN
AGL
JAMF
AMPH
ICUI
PRCT
VTMX
FULT
SHLS
AMK
BANC
AVDX
MWA
AUB
PRMW
MCW
ROAD
SKYW
CRNX
ARCO
BOH
KTOS
ARLP
BATRK
NTLA
OUT
CVBF
SPB
LRN
PGTI
ALKT
APPN
ABR
VCTR
PRGS
PRFT
KYMR
LTH
CEIX
CMPR
RAMP
RNW
TROX
CORT
LFST
CBU
PSEC
NABL
NMIH
SFNC
INTR
AIR
PZZA
EBC
PRVA
MGEE
IRWD
DNLI
PARR
TBBK
CAAP
SIMO
MTX
CRK
BLMN
CLBT
INDB
CPK
VCEL
STRA
XRX
GOGL
EGO
SONO
SOVO
PPBI
SHO
CWK
SLVM
WB
OII
GVA
GLNG
IONQ
PAX
DEI
AGYS
SDGR
ODD
OSIS
TWST
SITM
DNUT
ZETA
JBLU
ROCK
HTZ
GTX
HL
MIR
AMBA
MPW
JBI
VSCO
FCPT
ALPN
VZIO
TAC
CCU
AMN
SBLK
RKLB
AKO.B
VIAV
MLKN
AY
ROG
AMBP
PD
CWH
SNEX
PLUS
DRVN
ENR
UPST
PRIM
TGLS
NEO
ATEC
TALO
XPRO
FFBC
VICR
TRN
CPE
LAUR
WGO
VYX
TGH
SCL
ENLT
PRK
LGF.B
LGF.A
CLDX
ARDX
MYGN
HPK
TOWN
SBCF
SIX
TGTX
BKU
FUN
KROS
SWI
OPEN
BKE
EAT
RUM
FRME
UE
CRGY
HTH
DKL
HIMS
AMEH
LSPD
ROVR
RXST
ARRY
UCTT
THS
HNI
VECO
HURN
EQC
YY
ZLAB
PTCT
KGS
AGM
DRH
CNK
MBC
PEB
HEES
ODP
BE
PAYO
EPC
SNDX
AFYA
VRNT
TSLX
FSLY
THRM
KMT
AHR
SXI
DFIN
ATMU
TNC
PLUG
BOWL
LVWR
STGW
NMRK
NAMS
RLJ
TNK
POWL
HBM
PLMR
SJW
MNR
LZ
B
NAVI
VCYT
PAY
UPBD
HRMY
WLY
CRTO
EVCM
AESI
EPAC
ARHS
IBTX
INBX
BFH
HLMN
AZZ
TV
ATGE
GETY
CNXN
DAN
UPWK
VET
MSGE
CAKE
BMBL
ENVA
RCUS
MBIN
WAFD
MORF
TFIN
OMI
AMAM
DK
VGR
ANDE
DHT
CLBK
SEMR
LOB
RNST
AMRX
GNL
VSTO
VTLE
SAH
INMD
NVEE
MGPI
NGVT
WSBC
CEPU
EXPI
AKR
IVT
VRTS
BORR
GSBD
ERO
BTSG
BTSGU
GIC
FBK
PLAB
AGIO
NPWR
OFG
MRCY
WRBY
ROIC
STC
CUBI
VEON
SPNS
COMP
TNDM
SFL
FIHL
TRMK
UFPT
CPRX
NSSC
HBI
NVCR
ENVX
PHIN
ULCC
ESRT
ATRC
CODI
FOR
NBTB
LKFN
DVAX
CXW
UDMY
BBAR
DNN
PTGX
HG
CTOS
HOLI
TTMI
SSTK
OCSL
SGHC
GCMG
EXTR
PRO
KAR
MRTN
EYE
CBRL
CNNE
RES
PTON
RC
GLP
OXM
LUMN
WS
JELD
BB
GENI
CSGS
GBX
ARI
MXL
HLX
USPH
NTCT
TDS
BANR
LZB
SUPN
COHU
LU
AMWD
EVEX
EFSC
ZIM
HLIT
ANGI
KN
HMN
GIII
GEO
MLNK
STAA
KRP
CHCO
XNCR
NTB
EE
CDLR
ACHR
NWN
DSGR
NWBI
NATL
ADUS
HLIO
CHEF
SPHR
HWKN
SCS
GPRE
TWKS
LPG
ALGT
AVPT
PRTA
FINV
GTY
SAFE
DH
WKC
FWRG
SKWD
GCT
XPEL
DQ
AMPL
ABCL
DNOW
TGS
AUTL
DAC
FBNC
GOTU
CTS
TBLA
HTLF
HE
XHR
PCRX
KNSA
DCBO
VIR
LTC
CSIQ
VRE
FLNG
VTEX
CLMT
JACK
PACB
TLRY
ZIP
SBH
CMTG
PHR
LILAK
LILA
OSW
LMAT
UNIT
JKS
CDRE
RLAY
SYBT
CRSR
FCF
VRNA
LADR
OEC
KFRC
XMTR
SMTC
SAGE
GES
TWO
GDS
BASE
SPH
GOOS
EQX
HOPE
AAT
LNN
MIRM
PDFS
SGML
MCRI
CMRE
ICHR
MAX
CASH
TEO
PAR
AG
FDMT
OLPX
KAMN
BLTE
NMFC
DBD
MGNI
ASPN
MRVI
STEL
LGND
SG
BUSE
EYPT
LESL
DCPH
IAG
SVC
DAWN
ETWO
DO
ADV
NBHC
CAL
KLG
AMLX
SEAT
PRG
NTST
ALEX
ACMR
INDI
IMTX
BYON
IMNM
LMND
MOMO
SRCE
SAND
NRDS
RSI
WABC
PLYA
STER
APOG
PMT
COCO
CMCO
FWRD
OMCL
NIC
CARS
BCRX
ENFN
ELME
ADMA
ANIP
VVX
ADEA
WNC
ALHC
STBA
EIG
HY
TNGX
INFN
RVLV
ZUO
ACDC
SCHL
EVBG
LAZR
REVG
FDP
CTKB
PFS
MFA
ECPG
AVDL
KALU
ECVT
ORLA
TCBK
OXLC
VSEC
PRDO
NX
TGI
NVGS
GOGO
KRUS
CGAU
WT
ALX
SHCO
PWP
DEA
RYI
FNA
VBTX
KOP
NAPA
DGII
SABR
RNA
TASK
AMRC
VERV
PERI
COLL
GERN
LOMA
OCUL
BITF
AGRO
SGH
PGY
TRS
MGNX
WTTR
CRCT
BHE
FBRT
DOLE
NVTS
NOVA
TARS
SCSC
GDYN
GDEN
CDE
AHCO
TUYA
BCYC
PX
AMPS
FIGS
SOUN
SP
CSWC
BKDT
BKD
NMM
PRME
BCSF
BLBD
ARCT
